bedeutung;sachgruppe
einschenken (Getränk);5920
die Richtigkeit einer Handlung erkennen;9240
jemanden mit Schnee einreiben;7360
jemanden beschwindeln, zum Narren halten;6530
veralbern;7220
absonderlich (Charakter);6280
nach einer Seite hin ausgerichtet;9510
nach einer Seite hin ausgerichtet;9510
absonderlich (Charakter);6280
Erde als Schutz, Hülle um Gemüse schlagen, damit es über den Winter vor Frost geschützt ist;3400
junge Pflanzen ins Erdreich setzen;7480
verwenden;6430
verwenden (in Redensart);9315
Verständnis für etwas aufbringend;6332
zur Gärung im Silo eingelagert;7450
Chorgesang zum Jahresbeginn veranstalten;7350
Veränderungen der Geschlechtsteile der Kuh, die anzeigen, dass die Kuh bald kalbt;4111
Kleidungsstücke durch längeres Tragen in unförmiger Weise weiten;5930
so, in dieser Weise;6430
derartig, dermaßen;9400
tüchtig essen;5910
beim Radfahren in die Pedale treten;7820
Zugtier(e) einspannen;7403
Rind(er) einspannen;7403
Zugtier vor den Wagen spannen;7403
Geschirr anlegen;7450
als Zugtier vor den Wagen spannen;7403
Pferd als Zugtier vor den Wagen spannen;7403
jemanden zur Eile antreiben;5570
vor den Wagen spannen;7403
Brautpaar am Kirchentor aufhalten;7321
etwas, z. B. eine Bremse, durch eine schnelle, kräftige Armbewegung in Betrieb setzen;7820
einschließen;4110
Fleisch in Salzlauge legen, um es haltbar zu machen;7565
Arbeiten von jemand Anderem übernehmen;5540
anziehen der Zugtiere;7403
einstehen für, gewährleisten;6500
Fleisch in Salzlauge legen, um es haltbar zu machen;7565
allein, ohne Partner;7321
damals;9600
sich einen Holzsplitter einstechen;5700
ein Knopfloch mit Stichen versehen, damit es nicht ausfranst;7545
in etwas hineinstecken;9800
bei sich haben;9315
ertragen, aushalten;6460
einnehmen, kassieren;6410
junge Pflanzen ins Erdreich setzen;7480
gewährleisten;6500
ausscheiden der Schafe aus der Herde im Herbst;4114
(ein technisches Gerät o. Ä.) in bestimmter Weise stellen, regulieren;7500
beenden;9314
beginnen;9313
den Rodelschlitten mit den Schuhabsätzen bremsen;7360
einer Meinung;6440
die Luft in einem Zimmer durch Rauch, z.B. eine Zigarre oder Zigarette verderben;5921
ein Stockwerk hoch;7710
jemandem etwas zu Essen aufdrängen;6460
sich einen Holzsplitter einstechen;5700
junge Pflanzen ins Erdreich setzen;7480
eincremen;5940
Haare mit Öl einreiben;5940
einreiben;5700
auf die Wiese oder den Rain beim Pflügen hinausgetretene Erde auf den Acker zurückstreifen;7430
Baum beschneiden;7480
durch Schneiden kürzen;9311
zunächst, vorläufig, unterdessen, inzwischen;9600
zunächst, vorläufig, unterdessen, inzwischen;9600
inzwischen;9600
zunächst, vorläufig, unterdessen, inzwischen;9600
zunächst, vorläufig, unterdessen, inzwischen;9600
die Luft in einem Zimmer durch Rauch, z.B. eine Zigarre oder Zigarette verderben;5921
ein Stockwerk hoch;7710
ein Stockwerk hoch;7710
ein Stockwerk aufweisend;7710
ein Stockwerk hoch;7710
Fleisch in Salzlauge legen, um es haltbar zu machen;7565
Fleisch in Salzlauge legen, um es haltbar zu machen;7565
Fleisch in Salzlauge legen, um es haltbar zu machen;7565
Fleisch in Salzlauge legen, um es haltbar zu machen;7565
jemanden mit etwas abreiben;7360
säen;7430
mit Saat versehen;7430
Waldland roden;7550
Erde als Schutz, Hülle um Gemüse schlagen, damit es über den Winter vor Frost geschützt ist;3400
sich schmutzig machen;5940
beim Pflugwenden, den Nachbaracker beschädigen;6430
sich (beim Spiel) schmutzig machen;5940
durch Umbiegen und Festnähen des Randes von Kleidungsstücken einen Saum bilden;7545
durch Umbiegen und Festnähen des Randes von Kleidungsstücken einen Saum bilden;7545
bei Getreideernte zunächst die Feldränder mähen;7440
ein Knopfloch mit Stichen versehen, damit es nicht ausfranst;7545
einen Rand begradigen;7500
Ränder eines Bretts begradigen;7520
bei Getreide- oder Heuernte zunächst die Feldränder mähen;7440
ein Stück Stoff mit einem Saum versehen, Saum annähen;5931
einen Rock mit einem Saum versehen, Saum annähen;5931
in den Acker, die Wiese eines Nachbarn hineinpflügen;7440
umsorgen, verwöhnen;6332
letztes Getreide des Jahres ernten;7440
Brot oder Ähnliches vor dem Verzehr in Kaffee, Milch oder Ähnliches tauchen;5910
abendliche Versorgung des Stallviehs;7450
jemandem eine Arbeit anweisen;6420
eine Gasse ins Getreide mähen;7440
sparsam leben;9315
sich (gegenseitig) beschimpfen;6333
über einen anderen schimpfen;6333
verpetzen, denunzieren;6540
die Luft in einem Zimmer durch Rauch, z.B. eine Zigarre oder Zigarette verderben;5921
Getreide auf armvolle Haufen zusammenlegen;7440
einkaufen;7600
ausscheiden der Schafe aus der Herde im Herbst;4114
zusammentreiben der Schafe im Herbst, um diese ausscheiden zu können;4114
wenn ein Zugtier sich mit dem Fuß im Geschirr verfängt;9312
wenn ein Zugtier sich mit dem Fuß im Geschirr verfängt;9312
beim Radfahren in die Pedale treten;7820
die Wiese zusammentreten;5530
mit Gewalt beibringen, lehren;0
jemandem etwas zu Essen aufdrängen;6460
trocken werden;9230
zu trinken geben (in Redensart);5920
nadeln, Nadeln abwerfen;3110
zusammenbrauen von Gewitter;2200
Brot oder Ähnliches vor dem Verzehr in Kaffee, Milch oder Ähnliches tauchen;5910
eintauchen;9800
Brot oder Ähnliches vor dem Verzehr in Kaffee, Milch oder Ähnliches tauchen;5910
sich warm anziehen;5930
sich warm anziehen;5930
sich warm anziehen;5930
vom Rad geschleudert werden, stürzen;7800
sich warm anziehen;5930
ohne Makel;9240
ohne Zweifel;9240
etwas;1130
eine Sache;1130
eine Wiese ansäen;7430
wenn ein Zugtier sich mit dem Fuß im Geschirr verfängt;9312
tief erschrocken, geschockt;6320
stark rauchen, Zigaretten;5921
die Eier in ein verstecktes Nest legen vom Huhn;4240
großen Stein wegtransportieren;5540
Brot oder Ähnliches vor dem Verzehr in Kaffee, Milch oder Ähnliches tauchen;5910
Viehfutter wässern;7450
etwas in Wasser quellen lassen;9230
unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden;7546
zunächst, vorläufig, unterdessen, inzwischen;9600
inzwischen;9600
zunächst, vorläufig;9600
einstweilen;9600
bereits;9600
inzwischen;9600
zunächst, vorläufig, unterdessen, inzwischen;9600
zunächst, vorläufig;9600
seit geraumer Zeit, einstweilen;9600
jemandem eine Arbeit anweisen;6420
jemandem eine Arbeit erklären;6420
den Pflug auf dem Nachbaracker wenden;7440
den Pflug wenden;7440
keilförmig ackern;7440
innen gelegen;9520
Aufsatz des Leiterwagens entfernen;7403
durch einen Wurf zertrümmern;9130
Klee vom Bock nehmen;7430
aus der Spur Werfen des Pfluges infolge harten Untergrundes;7430
Hose abwetzen;5930
sich warm anziehen;5930
in Papier einwickeln;9315
sich warm anziehen;5930
unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden;7546
erneut;9400
kalt werden vom Wetter wie im Winter;2200
sich auf den Winter einstellen;2500
sich auf den Winter einrichten;2500
sich auf den Winter vorbereiten;2500
kalt werden vom Wetter wie im Winter;2200
Erde als Schutz, Hülle um Gemüse schlagen, damit es über den Winter vor Frost geschützt ist;3400
ganz und gar Winter werden;2200
sich warm anziehen;5930
unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden;7546
unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden;7546
wenn ein Zugtier sich mit dem Fuß im Geschirr verfängt;9312
unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden;7546
beim Aufsagen eines Textes nicht mehr weiterwissen;6230
wenn ein Zugtier sich mit dem Fuß im Geschirr verfängt;9312
sich beim Sprechen verwirren;5360
hinein, nach innen;9510
durcheinander bringen, verstrubbeln (Haare);5940
Kartoffelbeete einebnen;7430
für sich allein, gesondert;9315
für sich allein, vereinzelt;9400
freistehend, einzeln;7010
freistehend, einzeln;7010
für sich allein, vereinzelt;9400
die Saat nach dem Säen in den Boden eggen;7430
unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden;7546
zusammenbrauen von Gewitter;2200
geboren werden;5820
einziehen, zum Körper zurückziehen;9800
Latten unter die Deckenbalken nageln;7520
sich einen Holzsplitter einstechen;5700
ankommen, geboren werden;5820
einbauen, einfügen;7710
einziehen;6280
mit seinem Besitz, seiner beweglichen Habe in eine Wohnung o. Ä. ziehen;9800
nach innen ziehen;9800
einrollen, vom Schwanz des Hundes;6320
einziehen (Körperteil);6280
einziehen (in Redensart);7020
zum Militär kommen;8500
zurücknehmen, aus dem Weg rücken;5532
alleinig, nur einmal vorhanden;9400
für sich allein, gesondert;9315
einzig;9400
einzig geliebt;9400
vollständig, komplett, umfänglich;9400
wenn ein Zugtier sich mit dem Fuß im Geschirr verfängt;9312
Kühe als Zugtiere anspannen;7403
etwas, z. B. eine Bremse, durch eine schnelle, kräftige Bewegung in Betrieb setzen;7820
Gebäcksorte, mit Eigelb bestrichen;7560
blau wie Eis, sehr hell;9231
aus Eisen;7530
zweifelsfrei, auf jeden Fall;6430
aus Eisen bestehend;7530
aus Eisen;7530
unnachgiebig;9200
aus Eisen (in Redensart);9230
"wie Eisen; enorm, beträchtlich";9240
mit Eis gekühlt;9230
aus Eisen;7530
schneidend kalt;2200
eine Temperatur wie Eis aufweisend;2400
kalter Nordwind;2300
kalt wie Eis;2400
schneidend kalt;2400
gefühlskalt;6333
kaltschnäuzig, gleichgültig;6320
kalter Nordwind;2300
dickfellig, gefühlskalt;6300
kalt, von der Haut;5200
gefühlskalt, auch kalte Haut;6110
überaus kalt;2400
auf eigene Schönheit bedacht;6280
entzündet;5700
Eiter absondern;5700
entzündet;5700
moralisch verwerflich;6510
fade, träge, stumpfsinnig;6280
streitsüchtig, unangenehm;6280
überaus, sehr;9400
Ekel hervorrufend;6330
streitsüchtig, unangenehm;6280
elegant;7020
niedlich, artig, graziös;5210
stechender Schmerz bei Stoß auf den Musikantenknochen;6320
Leuchtkäfer;4700
böse;6112
böse, verhasst;6333
böse, frech, störend;6280
überaus groß;9240
schwächlich;5210
jämmerlich, mühselig;6320
übel;9400
böse, lästig;6510
das übliche Maß stark überschreitend;9400
böse, gefährlich;9240
charakterlich schlecht;6280
schlecht, von minderer Qualität;9240
schlimm, schwer;6280
schrecklich, ungeheuer;9200
sehr schlimm (moralisch);6510
arm, ärmlich;9330
schlimm, heftig;9240
sehr;9400
sehr schlimm;9400
so sehr, dass es elend war;9240
Mensch (pejor);6111
jämmerlich, mühselig;6320
ausgefuchst, wief;6210
ermüdet, erschöpft von Arbeit;5600
schwächlich;5210
unwirsch, unfreundlich;7020
jämmerlich, mühselig;6320
elf;9320
elf Uhr;9600
elf Uhr;9600
besonders ungerade sonstwie eigenartige Zahl;9320
besonders ungerade sonstwie eigenartige Zahl;9320
sehr lang bei einem Menschen;5210
sehr lang bei einem Menschen;5210
sehr, außerordentlich;9400
ausgesprochen, überaus, sehr;9400
sich verabschieden;7351
empfehlen (in Redensart);7351
sich verabschieden;7351
empfehlen (in Redensart);7351
schnell beleidigt;6320
pedantisch Wert auf jedes einzelne Wort legend;6260
schnell beleidigte Person;6117
durch Arbeit sozial vorankommen;9120
durch Arbeit sozial vorankommen;9120
durch Arbeit sozial vorankommen;9120
fleißig, tüchtig;6405
unablässig tätig, mit großem Fleiß und Eifer unermüdlich arbeitend;6405
in großen Mengen;9330
schließlich;9314
endlich;9600
"bezeichnet das Ende einer als lang empfundenen Wartezeit; nach einer langen Zeit des Wartens, der Verzögerung, des Zweifels";9600
sehr lang bei einem Menschen;5210
engständig;9210
auf englische Art und Weise (in Redensart);7020
englisch (in Redensart);7020
stehlen;8320
fade, träge, stumpfsinnig;6280
euch;1130
euer;1130
euch;1130
ihr;1130
besonders, herausragend;9240
das Knochengerüst eines gebratenen Huhns herauslösen;5911
Kohl- oder Rübenblätter entfernen;7430
die Bekleidung (vom Körper, von einem Körperteil) entfernen;5930
düster, unheimlich;2100
unheimlich;6320
unheimlich, düster werden von Lichtverhältnissen;2100
vergessen;6230
einem Schlachttier die Innereien entnehmen;7565
"wegbringen, beseitigen; dafür sorgen, dass jemand, etwas nicht mehr da ist";9800
nicht wahrnehmen, nicht mitbekommen;6250
Achseltriebe der Tomaten ausbrechen;7480
Hülsenfrüchte entkernen;7740
ein Mädchen verführen, für ein Liebesverhältnis gewinnen;5350
den Druckverschluss einer Bierflasche mit knallendem Geräusch öffnen;5420
Hülsenfrüchte entkernen;7740
parallel zu etwas in der Nähe verlaufen;9500
parallel zu etwas in der Nähe verlaufen;9500
Veränderung am Becken der Kuh, als Anzeichen, dass die Kuh bald kalbt;4111
Veränderungen der Geschlechtsteile der Kuh, die anzeigen, dass die Kuh bald kalbt;4111
das Absondern von Ausfluss aus den Geschlechtsorganen der Kuh während der Trächtigkeit;4111
jemandem seine Dienststellung kündigen;7500
das Absondern von Ausfluss aus den Geschlechtsorganen der Kuh während der Brunst;4111
jemandem erlauben, etwas zu verlassen;9311
töten;5870
kastrieren;7450
Hülsenfrüchte entkernen;7740
sich entscheiden;6260
vom Unterricht befreien;6550
vom Unterricht befreien;6550
vom Unterricht befreit;6550
vergessen;6230
entsetzlich;9240
genüge tun;9330
Steine vom Acker entfernen;7440
Entwässerungsgraben ziehen;7900
entweder;9720
ein Stierkalb kastrieren;7450
kastrieren vom Pferd;4112
zuchtunfähig gemacht, kastriert vom Schwein;4113
Entwässerungsgraben ziehen;7900
in zwei Teilen (in Redensart);9130
entzwei (in Fügung);9130
streiten;6333
in Streit geraten, einen Streit beginnen;7030
durch Fluchen zerstören (in Redensart);9130
Veränderung am Becken der Kuh, als Anzeichen, dass die Kuh bald kalbt;4111
in zwei Teile schneiden (in Redensart);9311
Schwellen vom Kuheuter nach dem Kalben;4111
entzünden;9230
von Ästen befreit;7550
er;1130
Mitleid empfinden;6330
erben, ein Erbe zugesprochen bekommen;8330
alten, alleinstehenden Menschen in erbschleicherischer Absicht pflegen;6540
ein Kind, das das Schuljahr wiederholen muss vom letzten Jahrgang übernehmen;8330
jemandem etwas abbetteln, abnötigen;6415
das übliche Maß stark überschreitend;9400
jämmerlich, mühselig;6320
modrig, faulig, schimmelig riechend;5430
das erste Mal nach der Ernte den Acker pflügen;7440
ein Stockwerk hoch;7710
ein Stockwerk hoch;7710
erwürgen;5870
jemand beugen, erniedrigen;6333
schreien;5560
erfahren;6210
verstehen;6260
entwerfen, entdecken (in Redensart);6240
durch Frost zugrunde gehen;7440
erfrieren (in Redensart);5930
ohne Ergebnis;6430
Veränderung am Becken der Kuh, als Anzeichen, dass die Kuh bald kalbt;4111
drückt den Entschluss zu etwas, den Beginn von etwas aus;6420
erwischen, ertappen;6421
beleidigt, gekränkt;6320
bewahren, schützen;6332
"mit etwas bedacht, versehen werden; empfangen";9315
von Krankheit genesen von Erschöpfung regenerieren;5700
von Krankheit genesen von Erschöpfung regenerieren;5700
im Gedächtnis bewahren;6230
die beabsichtigte Eheschließung öffentlich bekanntgeben durch Ausschreibung;7200
Latten unter die Deckenbalken nageln;7520
auf ein Wild bei der Treibjagd lauern;7550
jemandem alles für die Abreise Nötige besorgen;7850
vollständig abnutzen;9130
ermüdet, erschöpft von Arbeit;5600
ermüdet, erschöpft von Eile;5600
egal, gleichgültig;9240
etwas Schweres erleben, erfahren;6320
Erlenbaum;3110
Kinder schimpfen und tadeln;6333
Getreide schneiden;7440
Getreideernte;7440
ernähren, versorgen;5910
ernähren, am Leben halten;5910
alten, alleinstehenden Menschen pflegen, um von diesem als Erbe eingesetzt zu werden;6500
ernähren, am Leben halten (in Redensart);5910
Erfolg haben, etwas erwerben;9120
erreichen, durchsetzen;9120
durch Wasser zugrunde gehen;7440
mit einer Schusswaffe töten;5870
ermüdet, erschöpft von Arbeit;5600
erschlagen;8310
ermüdet, erschöpft;5600
ermüdet, erschöpft von Arbeit;5600
in Schrecken versetzen;6320
ermüdet, erschöpft von Eile;5600
Veränderungen der Geschlechtsteile der Kuh, die anzeigen, dass die Kuh bald kalbt;4111
im Innersten bewegen, ergreifen;6333
erst (in Fügung);4111
zunächst, erstlich, vor allem anderen;9320
erst;1140
vor Kurzem;9600
in einer Reihe den Anfang bildend;9320
zunächst, zuvor;9600
zuerst, als erstes;9320
zuvor;9600
nicht mehr als;9400
zuerst;9320
erst einmal;9313
erste;9320
erst (in Redensart);9320
vor Kurzem erneut;9600
zunächst;9600
einstweilen;9600
neulich, vor nicht allzu langer Zeit;9600
zum Trotz, trotzdem;6333
starr werden;5450
leicht erfroren, von Frost geschädigt;2490
erste;9320
als erstes geerntet, früh reifend;9600
erstes;9320
erster;9320
erster (in Redensart);9320
durch Mangel an Luft, Sauerstoff sterben;5870
durch Untertauchen im Wasser töten;5870
erwischen, ertappen;6421
dem als gewiss vorausgesetzten Eintreffen einer Person oder Sache mit einer gewissen Spannung entgegensehen;6450
erhoffen, sich versprechen;6450
weich machen (in Redensart);9230
Veränderungen der Geschlechtsteile der Kuh, die anzeigen, dass die Kuh bald kalbt;4111
erwischen, ertappen;6421
einen schweren Unfall, z. B. einen Sturz vom Fahrrad, erleiden;5700
abbekommen, in Mitleidenschaft ziehen;9130
zu fassen bekommen;5520
ein Mädchen verführen, für ein Liebesverhältnis gewinnen;5350
fangen, einholen;6420
ergattern, einheimsen;9312
in den Bann ziehen;6332
gewollt;6400
berichten, vortragen;7200
ausplaudern;7210
erzählen, reden;7210
mitteilen;7210
es;1130
es (in Redensart);1120
ihr;1130
ein Atemwegserkrankung haben;5700
bedürftig sein;7600
alles ist restlos aufgebraucht;9400
Geschirr spülen;7740
grau wie ein Esel;9231
essbar (von Speisen);5910
essen;5910
tüchtig essen;5910
essen (in Redensart);5910
Nahrung zu sich nehmen;5910
ein Mahl zu sich nehmen;5910
verzehren;5910
verzehren, als Nahrung aufnehmen (in Redensart);5910
essen, zugreifen;5520
Mahl nach der Ernte halten;5910
aufessen, Essen restlos vertilgen;5910
ein Essen vollständig aufessen;5910
trinken (Alkohol);5925
essbar, zum Essen bestimmt;5910
zum Verzehr vorbereitet;5910
