lemma;bedeutung;sachgruppe
püpperig;blatternarbig;5700
Bupper-loch;der Hintere;5200
buppern;pochen, schnell klopfen;5320
buppern;zittern, sich ängstigen;6320
buppern;schwach poltern, krachen;5420
buppern;furzen;5340
Bupperns;ein Klickerspiel;7370
Buppes;minderwertiger Wein, Haustrunk;7470
Buppes;kleines Kind;5830
Buppes;Gesäß;5200
Bupp-hahn;Wiedehopf;4210
puppig;puppenhaft, klein;9210
buppsen;mit Geräusch massenweise herabfallen (Obst);3120
pur;unvermischt;9230
pur;unvermischt;9230
pur;sehr, ganz und gar;9400
Buratsch;Karausche;4310
Bürde;Traglast Gras, Holz u. dgl., die auf einmal getragen werden kann;7800
Bürde;sehr dicke Garbe;7440
Bürde;Kissen als Unterlage für Kopflasten;5930
Bürde;/(W) betrunken sein/;5925
Bürde;Hiebe;5521
Püree;wie schd »Püree;5911
Buren-hut;Hut, wie ihn die Buren in Südafrika um 1900 trugen;5936
Buren-kriegelns;in der Zeit des Burenkrieges...gespieltes Spiel;7360
Buren-verein;Verein der Burenfreunde;7010
Burg;Ritterburg, zumeist jedoch Ruine einer solchen Anlage;8500
Burg;altes, vernachlässigtes Haus;7710
Burg;Freiplatz beim Fangspiel;7360
Burgchens;Spiel mit Bohnen oder Klickern...;7370
Bürge;wie schd »Bürge;8300
Bürgel-straße;FlN;8140
Burge-meister;Oberhaupt einer kleineren Stadt- oder Landgemeinde;8220
Burgemeister-amt;Amt des Bürgermeisters;8220
Burge-meisterei;Amt des Bürgermeisters;8220
Burge-meisterin;Frau des Bürgermeisters;8220
Burge-meistersin;Frau des Bürgermeisters;8220
Burgemeister-wahl;Wahl des Bürgermeisters;8210
Bürger;Einwohner einer Stadt, eines Dorfes;8100
Bürger-börder;Parzellen in einem Grabengelände von RO-O'mosch;8140
Bürger-garde;städtische Polizei;8230
Bürger-garten;Garten eines Bürgers;7480
Bürger-hilfe;Notruf, besonders bei Feuerausbruch;8240
Bürger-kuppe;FlN;8140
bürgerlich;von Speisen, wie sie vornehmlich in bürgerlichen Kreisen üblich sind;5911
bürgerlich;zivilrechtlich;8300
Bürgermeister-rechnung;/Rechnung des Bürgermeisters/;8220
Bürgerschaft;die Gesamtheit der Bürger eines Ortes;8100
Bürger-schule;gehobene Volksschule;8400
Burgersin;Bürgerin;7010
Bürgers-kind;Kind eines Bürgers;7010
Bürgers-leute;Leute bürgerlichen Standes;7010
Bürgers-mann;Mann bürgerlichen Standes;7010
Bürger-steig;der für den Fußgänger bestimmte Seitenteil der Straße;7810
Bürger-steuer;Gemeindesteuer;8220
Bürger-versammlung;wie schd »Bürgerversammlung;8220
Bürger-wald;mancherorts FlN;8140
Bürger-wiesen;FlN;8140
Bürger-woog;/Woog der Bürger/;2600
Burg-feld;FlN;8140
Burg-frieden;FlN;8140
Burg-garten;FlN;8140
Burg-gasse;FlN;8140
Burg-graben;FlN;8140
Burg-graf;Befehlshaber einer Burg;8210
Burggrafen-äcker;FlN;8140
Burggrafen-wiese;FlN;8140
Burg-halde;FlN;8140
purgieren;Diarrhöe;5700
Burg-kapelle;wie schd »Burgkapelle;8830
Burg-kirche;Name einer Kirche in NW-Dürkh;8830
Burg-lehen;Lehen, an das die Bewachung einer Burg geknüpft ist;8220
Burg-magd;dienende Jungfrau der Burgherrin;7500
Burg-mann;in der Burg wohnender Diener des Burgherrn;7500
Burg-ritter;Ritter, dem die Obhut einer Burg anvertraut war;8210
Bürgschaft;wie schd »Bürgschaft;8300
Burg-stadel;Stelle, wo eine Burg steht oder stand;9500
Burg-straße;Straßenname in Kaislt...;8140
Burg-tal;Bachtal in NW-Wachh;8140
Burg-tor;wie schd »Burgtor;8500
Burgunder;Traubensorte, weiß- und schwarzbeerig;7470
Burgunder-hexe;böses Frauenzimmer;6132
Burg-vogt;Verwalter einer Burg, eines Gutes;8220
Burg-weg;Weg, der zur Burg führt;8140
Burg-wiesen;Wiesen die nahe bei dem früheren Schloß lagen und zum Schloßgut gehörten;8140
Burg-wingert;Weinlage in LA-Edk in der Gewanne Vogler;8140
Purim;heiteres Fest;7330
Purim;lebhaftes Treiben, Gedränge, Durcheinander;5500
Burkhards-tag;Tag des hl. B., 14. Oktober;8860
Burley;Tabaksorte;7490
Burley-farbe;spezifische Farbe der Tabaksorte Burley, hellbraun bis gelb;9231
Burnus;warmer Überzieher;5933
Burnus;Männermantel aus feinem Tuch für festliche Gelegenheiten;5933
Burnus;Frauenmantel aus der Zeit um 1880;5934
Büro;Amtszimmer;8220
Büro;(sch) Abort;7720
Büro-fräulein;weibliche Bürokraft;7500
Purpel, Pürpel;Impfpocke;5700
Purpel, Pürpel;Pockenkrankheit beim Menschen;5700
Purpel, Pürpel;Pockenkrankheit beim Schaf;4114
Purpel, Pürpel;Masern;5700
Purpel, Pürpel;Pustel, Hautausschlag, Mitesser;5700
Purpel, Pürpel;Pockennarbe;5700
Purpel-doktor;Impfarzt;5700
Purpel-glas;Weinglas mit purpelartigen Vertiefungen auf der Oberfläche;7735
Purpel-grütze;weibl. Person mit unreinem Gesicht;5160
purpel-grützig;/mit Pusteln bedeckt/;5700
purpelig;pockennarbig, mit Pusteln bedeckt;5700
purpelig;rostig, tüpfelig (von der Farbe der Tabakblätter);9231
purpel-löcherig;rostig, tüpfelig (von der Farbe der Tabakblätter);9231
Purpel-macher;Impfarzt;5700
Purpel-mann;Impfarzt;5700
purpeln;impfen;5700
Purpel-posser;Impfarzt;5700
Purpel-stecher;Impfarzt;5700
burraksen;springen, tosen;5500
burraksen;springen, tosen;5500
Purralässen;ein Klickerspiel um Knöpfe aus KU-Kaulb...;7370
purren;mit surrendem Geräusch fliegen (z.B. von Rebhühnern);4230
purren;sich schnell und geräuschvoll bewegen, rennen;9800
purren;aufbrausen, zornig hin und her gehen, eine Arbeit zornig erledigen;6320
Burriaz;Greuel, Scheu;6320
Burrigel;störriges, struppiges Jungrind;4111
Burrus;eine Tabaksorte aus der Zeit vor 1914...;7490
Burr-weiler;Ort im Kr. LA;8130
burschaten;aus Burschat, einem halbseidenen Gewebe;5931
Bursche;der junge Mann von etwa 16 Jahren bis zur Verheiratung;5146
Bursche;Jungmannschaft des Dorfes;7010
Bursche;in mehr oder weniger spöttischem Sinne von jeder männlichen Person;5130
Bursche;Geliebter, Schatz;5130
Bursche;Knecht, Gehilfe, Lehrling, Geselle;7500
Bursche;Zuchtstier;4111
Bursche;Hundename;4117
Bursche;von einem Jungtier, das sich schlecht entwickelt;4020
burscheln, bürscheln;den Burschen nachlaufen, auf Liebeleien aus sein;6332
burschen;in die Gemeinschaft der Burschen aufnehmen;7350
burschen;sich viel mit Burschen abgeben;7020
Burscherei;Liebelei;6330
burschig;burschentoll;6330
Bursch-narr;mannstolles Frauenzimmer;6330
Bürste;Haarborste des Schweines und anderer Tiere;4010
Bürste;struppiges, ungeordnetes Haar des Menschen;5940
Bürste;das aus Borsten hergestellte Reinigungswerkzeug;7736
Bürste;eine Distelart;3900
Bürste;Gastwirtschaft, deren Schild eine Bürste zeigte;5920
Bürste;weibliche Scham;5200
Bürste;/(W) Frau/;5160
Bürste;widerborstiges, zanksüchtiges Weib;6132
Bürste;(W) nichts;9400
bürsten;mit der Bürste bearbeiten (reinigen, glätten);7780
bürsten;trinken, zechen;5925
bürsten;verprügeln;5521
bürsten;/geschlechtlich mit jemandem verkehren/;5350
bürsten;sich wichtig machen, sich etwas herausnehmen;6280
Bürsten-bampel;Scherzname für den hausierenden Bürstenbinder...;7500
Bürsten-binder;wie schd »Bürstenbinder;7500
Bürsten-binder;Neckname für die Bewohner von BZ-Ramberg...;8150
Bürsten-binder;von einem ungepflegten, schmutzigen Menschen;6114
Bürsten-igel;Uzname für die Bewohner von BZ-Dernb;8150
Bürsten-kopf;Haarschnitt, bei dem das kurzgeschnittene Haar einer Bürste ähnlich ist;5940
Bürsten-macher;Bürstenbinder;7500
Bürsten-mann;Bürstenbinder;7500
Bürsten-tasche;Tasche zur Aufbewahrung der Kleiderbürste;7736
Bürsten-wirt;"Inhaber der Gastwirtschaft ""Zur Bürste""";5920
bürstig;rauh, struppig;9200
burz;(W) Hals über Kopf, holterdiepolter;9800
Bürzel;Vogelsteiß;4200
Bürzel;Hinterleib von Insekten und anderen Tieren;4010
Bürzel;Gesäß des Menschen, bes. des Kindes;5200
Bürzel;steißförmige Frauenhaube;5936
Purzel;kleines Kind;5830
Purzel;Spitzname für einen kleinen, breiten Mann;5142
Purzel;Mädchen, das sich zu viel mit Männern und Burschen abgibt;7020
Purzel;auch von kleinen Tieren;4000
Purzel-bank;wie schd »Purzelbank;5550
Purzel-baum;wie schd »Purzelbaum;5550
Purzel-bock;wie schd »Purzelbock;5550
Purzel-bock;kleiner Mensch, kleines Tier;5120
Purzeler;Kind, das purzelt, das tollt;5830
Purzeler;Gestalt des Billigheimer Purzelmarktes;7350
Purzeler;Pflugart;7404
Purzel-fest;Fest mit allerlei Volksbelustigungen;7330
Purzel-kasten;Kasperletheater;7360
Purzel-markt;Fest mit allerlei Volksbelustigungen;7330
purzeln;sich beim Fallen überschlagen;5550
purzeln;hinfallen, fallen;9800
purzeln;taumeln, stolpern;5530
purzeln;herumtollen, sich wälzen;5550
Purzel-pflug;Schaufelpflug;7404
Purzel-schlag;Purzelbaum;5550
Purzel-stock;Purzelbaum;5550
Bürzel-stück;Fleischstück vom Bürzel;7565
purzel-um;bankerott;7600
Purzelum-macher;wer in betrügerischer Absicht einen Bankerott macht;7600
Bus, Buser;Tuberkulose des Rindes;4111
bus;tuberkulös (vom Rindvieh);4111
Busch, Pusch, Buschen, Puschen;Gebüsch, Wäldchen;3110
Busch, Pusch, Buschen, Puschen;Strauch, Hecke;3200
Busch, Pusch, Buschen, Puschen;buschig wachsende Pflanze;3020
Busch, Pusch, Buschen, Puschen;Büschel (Haare);5940
Busch, Pusch, Buschen, Puschen;Alkoholrausch;5925
Busch-bohnen;niedrig wachsende Bohnensorte;3400
Busch-buch;/Buch für Waldordnung/;8220
Buschel, Büschel;Büschel (Haare);5940
Buschel, Büschel;kleinere Garbe;7440
Buschel, Büschel;Gebund (Stroh);7450
Buschel, Büschel;Bürde Holz;7800
Buschel, Büschel;Palmenstrauß;8850
Büschel-berg;FlN;8140
büscheln;in Büschel zusamenbinden;7400
puschen;heimlich entwenden;8320
puschen;täuschen;6540
Busch-erbsen;niedrig wachsende Erbsen;3400
Busch-gasse;FlN;8140
Busch-hünkel;Schimpfwort;6111
Buschie;Kerze;7760
buschieren;suchen, durchsuchen, -stöbern;6421
buschieren;Flaschen verkorken;7470
büschig;reich an Unterholz;3110
Buschik;Bez. für Person mit rotem Haar;5120
Busch-kaffer;Schimpfwort;6111
Busch-klepper;Strauchdieb, Wegelagerer;8320
Busch-knüppel;Schimpfwort;6111
Busch-männchen;Waldgeist;8810
Busch-nägelchen;Pechnelke (Lychnis viscaria);3500
Busch-nägelchen;Flieder;3800
Busch-nelke;Gartennelke (Dianthus plumarius);3800
Buschon;Flaschenkork;7470
Buschon;ungeschlachter, oft betrunkener Mensch;5925
Buschon-zieher;Korkenzieher;7470
Busch-röschen;Pechnelke (Lychnis viscaria);3500
Busch-röschen;Buschwindröschen (Anemone nemorosa u. silvestris);3500
Busch-rose;Pfingstrose (Paeonia corallina);3800
Busch-rose;Malve (Althea rosea);3800
Busch-wald;junger Wald;3110
Busch-weide;Weidenrute zum Anbinden der Reben;7470
Busem;Busen;5200
Busem;Raum zwischen Brust und Hemd;9500
Busem;Herz, Innerstes des Menschen;6220
Busem;altertümlicher Rauchfang in der Bauernküche;7740
Busem-geld;Geld, das in der Brusttasche aufbewahrt wird;7600
Busem-nadel;Brosche;5938
Busem-sack;innere Tasche im Männerrock;5933
Busem-stopfen;Flaschenkork;7470
Busem-tasche;innere Tasche im Mänerrock;5933
Busem-wärmer;wollene Frauenjacke;5934
Busen-berg;Ort im Kr. PS;8130
Bus-kuh;tuberkulöse Kuh;4111
pusper;munter;5500
pusperig;dunkel;7760
pusperlich;gesprächig;7210
puspern;flüstern, heimlich reden;5360
Buß;Kuß;6332
Bussard;Mäusebussard (Buteo buteo);4220
Pussasch;nicht ernst gemeinte Liebschaft;6330
Pussasch;Geliebte, Schätzchen;6130
Buße;rechtliche Geldbuße;8300
Buße;kirchliche Buße;8820
Buße;/Buße allg./;6500
Bussel;weibliche Scham;5200
busseln;beschlafen;5350
bussen;küssen;6332
büßen;vergüten;7620
büßen;durch Besprechen heilen;8810
büßen;gerichtlich mit einer Buße belegen, bestrafen;8300
büßen;eine Begierde befriedigen;5900
büßen;entgelten, sühnen;6500
büßen;die kirchlich auferlegte Buße erfüllen;8820
buß-fällig;einer Buße verfallen, straffällig;8300
buß-fertig;wie schd »bußfertig;6510
Bussi;Katzenname, Schmeichelname für die Katze;4116
Bussi;weibliche Scham;5200
Pussier-aas;mannstolles Frauenzimmer;6130
pussieren;flirten;6332
pussieren;schöntun, schmeicheln;6440
Pussier-frack;junger Mann, der viel pussiert;6120
Pussier-hengst;junger Mann, der viel pussiert;6120
Pussier-krämer;junger Mann, der viel pussiert;6120
Pussier-lappen;junger Mann, der viel pussiert;6120
Pussier-lappen;Ziertaschentuch;5932
Pussier-lumpen;Ziertaschentuch;5932
Pussier-maschine;junger Mann, der viel pussiert;6120
Pussier-michel;junger Mann, der viel pussiert;6120
Pussier-nickel;junger Mann, der viel pussiert;6120
Pussier-pinsel;mannstolles Frauenzimmer;6130
Pussier-sacktüchlein;Ziertaschentuch;5932
Pussierstengel;junger Mann, der viel pussiert;6120
Pussier-tasche;obere Außentasche der Jacke, in die das Pussiertuch gesteckt wird;5933
Pussier-zipfel;Ziertaschentuch;5932
Puste;Atem;5330
Pustel;Impfpustel;5700
pusten;lebhaft atmen, keuchen;5330
Büsten-halter;wie schd »Büstenhalter;5934
Puster-lutz;Kosewort für ein lebhaftes Kind;5830
Putch;schmutziges, schwächliches Mädchen;5160
Bu-teil;der dem Lehnsherrn zufallende Teil des fahrenden Gutes...;8330
bu-teilen;den Buteil einziehen;8330
Buteil-schwein;Schwein, das zum Buteil gehört;4113
Butelle;Flasche;7470
Büterich;FlN;8140
Butik;Kramladen;7600
Butik;Werkstatt (bes. Schneiderwerkstatt);7545
Butik;Gastwirtschaft für bescheidene Ansprüche, Kneipe;5920
Butik;altes, baufälliges Haus;7710
Butik;Durcheinander, Unordnung in der Häuslichkeit;9320
Buton;Schmuckknopf für das Ohr;5938
Buton;Kleiderknopf;5932
Buton;Spitzname für eine kleine Frau;5162
Putsch, Butsch, Putschen, Butschen;Strauch, Hecke;3200
Putsch, Butsch, Putschen, Butschen;Büschel, kleines Bündel;9400
Putsch, Butsch, Putschen, Butschen;ein Haufen;9400
Butsche;weibliche Scham;5200
Butsche;Gebärmutter;5350
Bütsche;Gefäß;7735
pütscheln;Kranz winden;5520
pütsch(e)-, putsch-naß;ganz naß;9230
Putsch(en)-blume;Pechnelke (Lychnis viscaria);3500
Putsch(en)-blume;Bartnelke (Dianthus barb.);3800
Putsch(en)-blume;Karthäusernelke (Dianthus Carthusianorum);3800
Putsch(en)-blume;Chinesernelke (Dianthus chinensis);3800
Putsch(en)-blume;Buschnelke (Lychnis Flos cuculi?);3500
Butscher;Hab und Gut;8330
Butscher;Einrichtung, Möbel u. dgl.;7730
Butscher;wertloses Zeug, Gerümpel;9240
Butscher;das Gesäß;5200
putsch-faul;durch und durch faul;6405
putschig;buschig;9220
Pütsch-nelke;Pechnelke (Lychnis viscaria);3500
putsch-plätsch-naß;vollständig durchnäßt;9230
butt;dick;9220
Butt-darm;Dickdarm des Schlachtviehs;7565
Butt-darm;Blinddarm;5300
Butt-dudel;Scheltwort für ein unfolgsamess Kind;6111
Butte;/hohes, ovales Gefäß zum Tragen geernteter Weintrauben zur Feldbütte/;7470
Butte;Hohlmaß für Wein, 40 Liter fassend;7470
Butte;weibliche Scham;5200
Bütte;runder, auch ovaler Bottich;7470
Bütte;Spülgefäß;7735
Bütte;Malzeichen, von dem aus beim Knopfspiel geworfen wird;7360
Büttel;Gerichtsdiener;8300
Büttel;Gemeindepolizist;8230
Büttel;Gemeindediener, der...niedere Arbeiten der Gemeinde ausführt;8220
Büttel;Mensch, der die Schmutzarbeiten erledigt;7500
Büttel-amt;Gerichtsbezirk;8300
Buttel-dorn;Hagebutte;3220
Büttel-lohn;Lohn für den Büttel;7620
pütteln;auflockern, um das Trocknen zu beschleunigen;7430
pütteln;aufschütteln;7780
pütteln;(Wasser) abschütteln;9311
pütteln;abkratzen;9311
Büttels-acker;Acker zur Nutznießung des Büttels;7420
Büttel-schan;Jean, ein Sohn des Büttels;7110
Buttels-hecke;Heckenrosenbusch;3220
Büttels-helm;Dienstmütze des Büttels;8220
Büttel-spiel;ein früher geübtes Klickerspiel...;7360
Büttel-wiese;Wiese, die vom Büttel genutzt wurde;7450
Bütten-boden;der Boden der Bütte;7520
Bütten-reifen;wie schd »Büttenreifen;7530
Butten-träger;wer die Butte trägt;7470
Butter;wie schd »Butter;7455
Butter-auge;entzündetes Auge, das Augenbutter absondert;5700
Butter-bärbel;Butterhändlerin mit dem Vornamen Bärbel;7110
Butter-base;Butterhändlerin;7600
Butter-base;(sch) von einer Frau, die das Kopftuch tief ins Gesicht zieht;5160
Butter-birne;mehrere Sorten süßer, weicher Tafelbirnen;3120
Butter-blume;Sumpfdotterblume (Caltha palustris);3500
Butter-blume;Hahnenfuß (Ranunculus);3500
Butter-blume;Feigwurz (Ficaria verna Huds.);3500
Butter-blume;Fingerkraut (Potentilla anserina);3500
Butter-blume;Löwenzahn (Taraxacum officinale);3500
Butter-bock;Gestell, auf dem das Butterfaß steht;7455
Butter-brett;/Brett, auf dem der Butterklumpen zum Entziehen des Wassers geschlagen wird/;7455
Butter-bretzel;bretzelähnliches Weihnachtsgebäck, mit Butter gebacken;5911
Butter-brot;mit Butter bestrichene Brotscheibe;5911
Butter-ditz;Mutterkuchen;5830
Butter-dreck;Bodensatz der ausgelassenen Butter;5910
Butter-drehe;Gerät zur Butterbereitung;7455
Butter-faß;hölzernes Gefäß zur Butterbereitung;7455
Butter-faß;spitzes, spindelförmiges Schneckenhäuschen;4030
Butter-fladen;mit Butter bestrichene Brotscheibe;5911
Butter-form;Model zum Formen und Verzieren der Butterstücke;7455
Butter-frau;Butterhändlerin;7600
Butter-gebackenes, -gebäcks;Weihnachtsgbeäck aus Teig, der viel Butter enthält;5911
butter-gelb;gelb wie Butter;9231
Butter-geld;Erlös aus dem Verkauf von Butter;7620
Butter-geröst;Bodensatz der ausgelassenen Butter;5910
Butter-gesicht;breites Gesicht;5210
Butter-glas;kleine Butterleier aus Glas;7455
Butter-griebe;Bodensatz der ausgelassenen Butter;5910
Butter-guts;Weihnachtsgebäck aus Teig, der viel Butter enthält;5911
Butter-hafen;Topf zur Aufbewahrung der Butter;7735
Butter-hafen;FlN;8140
Butter-handel;wie schd »Butterhandel;7600
Butter-händler;wie schd »Butterhändler;7600
Butter-händlerin;wie schd »Butterhändlerin;7600
Butter-händlersin;wie schd »Butterhändlersin;7600
Butter-hase;junger Hase, dessen Fleisch besonders gut schmeckt;5911
Putterie;(W) verhauen;5521
Butter-jahr;Jahr, in dem es viel Butter gibt;9600
Butter-kachel;Topf zur Aufbewahrung der Butter;7735
Butter-kasse;Gefäß zur Aufbewahrung des Erlöses aus dem Butterverkauf;7620
Butter-kasten;Kinderschlitten;7360
Butter-kaute;dickes Stück Brot mit Butter in der Kaute;5911
Butter-kaute;Stelle in der Wamme, an der man erkennen kann, ob die Kuh fette Milch gibt;4111
Butter-keil;(sch) im Fluch;1240
Butter-klauer;FlN;8140
Butter-klumpen;der ungeformte Butterkloß;7455
Butter-knötscher;Brett mit einer Vertiefung, in der die Butter geformt wird;7455
Butter-kohl, -köhl;Rosenkohl (Brassica var. gemmifera);3400
Butter-korb;Korb, in dem die Butter an Markttagen in die Stadt gebracht wird;7800
Butter-korn;Butterklümpchen;7455
Butter-kränzler;Gerät zum Verzieren der geformten Butter;7455
Butter-kratze;Bodensatz der ausgelassenen Butter;5910
Butter-kratzicht;Bodensatz der ausgelassenen Butter;5910
Butter-krümel;Bodensatz der ausgelassenen Butter;5910
Butter-krüstchen;Bodensatz der ausgelassenen Butter;5910
Butter-kübelchen;oberer Teil des Butterfasses;7455
Butter-kuchen;Kuchen, mit kleinen Butterstückchen bestreut;5911
Butter-kuh;Kuh, die fette Milch gibt;4111
Butter-leier;Butterfaß, in dem die Butter mit...Flügeln geschlagen wird;7455
Butter-loch;dickes Stück Brot mit Butter in der Kaute;5911
Butter-loch;Malzeichen, nach dem beim Klickerspiel geworfen wird;7370
Butter-löffel;Löffel zum Verzieren (Zeichnen) der geformten Butter;7455
Butter-lumpen;Tüchlein aus Leinen zum Einwickeln der für den Markt bestimmten Butter;7455
Butter-mann;Butterhändler;7600
Butter-markt;Markt, auf dem Milchprodukte verkauft werden;7600
Butter-maschine;kleine Butterleier aus Glas;7455
Butter-messer;/Messer zum Butterschneiden/;7740
Butter-milch;wie schd »Buttermilch;7455
Buttermilch-gesicht;bleiches Gesicht;5210
Buttermilch-käse;Käse aus Buttermilch;7455
Buttermilch-käseschmiere;Brot, bestrichen mit Käse aus Buttermilch;5911
Buttermilch-kopf;Uzname für die Bewohner von NW-Herxh;8150
Buttermilch-panz;Uzname für die Bewohner von KB-Kriegsf;8150
Buttermilch-sack;Uzname für die Bewohner von LU-Alsh;8150
Buttermilch-schisser;Uzname für die Bewohner von FR-Watth;8150
Buttermilch-suppe;Suppe aus Buttermilch bereitet;5911
Buttern;FlN;8140
buttern;Butter machen;7455
buttern;Butter werden;7455
buttern;viel Butter geben;4111
buttern;reichen Gewinn erbringen;7600
buttern;Vogelnester plündern;4210
Butter-narten;flaches, muldenförmiges Holzgerät, auf dem die Butter...geformt wird;7455
Butter-nase;lange, fleischige Nase (sch);5210
Butter-olig;/Butteröl/;7455
Butter-pilz;wie schd »Butterpilz;3500
Butter-plätsche;flache Holzschüssel, in der die Butter geplätscht wird;7455
Butter-rad;die durchlöcherte Scheibe am Ende des Butterstößels;7455
Butter-rettich;weißer Gartenrettich;3400
Butter-ring;bretzelartiges Weihnachtsgebäck, mit viel Butter gebacken;5911
