bedeutung;sachgruppe
gedankenlos, unstet hin und her laufen, unschlüssig sein, zaudern;6430
FlN;8140
FlN;8140
rot wie die Flamme der Fackel;9231
FlN;8140
wie schd »Fackelträger;7760
FlN;8140
FlN;8140
wie schd »Fackelzug;7300
fassen, fangen, auffangen;5520
FlN;8140
fangen;5520
schal, abgeschmackt, wenig gewürzt, wenig gesalzen;5440
von geschmackloser Kleidung;5832
einfältig, langweilig;6280
an den grünen Bohnen die Seitenfaser entfernen;7740
Kartoffeln entkeimen;7740
Querfäden im Leinen entfernen;7545
den Faden in die Nadel einziehen;7545
wie schd »FademFaden;7545
/(RA) wenn man vom Thema abkommt/;7200
holzige Faser an den Schoten der Hülsenfrüchte;3400
/der beim Wetzen von Sense, Sichel, Messer entstehende dünne Randstreifen/;7530
schnurgerade, dem Gewebefaden entlang;9500
genau, pedantisch;6405
faserig, zäh (vom Fleisch);5440
Wachs zum Glätten des Nähfadens (Schuster);7540
abgetragen und infolgedessen durchscheinend (von Stoffen);5931
wer die Tabakblätter zum Trocknen auf die Schnur fädelt;7490
wie schd »Vagabund;6115
herumstrolchen;5530
bewegen, mit den Händen fuchteln;5520
das Musikinstrument;8730
tiefklingende Weidenpfeife;8730
Füchsin;4130
bereit sein (zu etwas Bösem);6560
bleich;9231
blaßgelb (von der Farbe des Rindes, seltener des Pferdes);4111
fahlscheckige Kuh;4111
weiß-fahles Pferd;4112
an einer Stange befestigtes Tuch mit Symbolcharakter;7300
Mähne des Pferdes;4112
Stirnhaare des Pferdes;4112
einzelne, unordentlich herabhängende Haarsträhne beim Menschen;5940
dünnes Kleid von geringer Qualität;5934
(sch) Taschentuch;5932
Sturmhut (Aconitum napellus);3500
Maisblüte;3300
liederliches Frauenzimmer, das sich herumtreibt;6134
Atemgeruch nach Alkoholgenuß;5925
/die beiden Schärpen tragenden Männer links und rechts vom Fahnenträger/;7300
Haferart mit einseitig herabhängender Rispe;3330
Ehrenjungfrau, die die Fahne begleitet;7300
Fahnenträger;8500
Hundeschwanz mit langen Haaren;4117
Schrank, in dem die Fahne aufbewahrt wird;7300
wie schd »Fahnenschleife;7300
wie schd »Fahnenschleppe;7300
wer die Fahne trägt und schwenkt;7300
Fahnenspitze;7300
wie schd »Fahnenspitze;7300
wie schd »Fahnenstange;7300
wie schd »Fahnenträger, -trägerin;7300
Stoff für Fahnen;5931
Schutzhülle aus Wachstuch für die eingerollte Fahne;5930
wie schd »Fahnenweihe;7320
(sch) Fahnenträger;8500
Kahn oder Schiff zum Übersetzen über Gewässer;7820
Übersetzstelle der Fähre;7800
wie schd »Fahrbahn;7810
an das Fahren (Ziehen) gewöhnt (von Ochsen);7403
fahrbares Gestell zum Transport von Dünger, Steinen u. dgl.;7403
wie schd »Fahrdamm;7810
die hängende Schaukel;7360
Kahn oder Schiff zum Übersetzen über Gewässer;7820
sich mit einem Fahrzeug fortbewegen;7820
/im Bergwerk arbeiten/;7525
das Vieh auf die Weide treiben;7450
pflügen;7404
schaukeln;7360
auffahren, in die Höhe fliegen;9800
plötzlich eine rasche Bewegung machen;5550
von plötzlichen, schnellen Bewegungen;9800
gut zurechtkommen;6332
streicheln;5520
(beim Essen oder Trinken) zugreifen, sich bedienen;5900
von den herabfallenden Niederschlägen;2200
transportieren;7800
Gespannarbeit verrichten;7403
zum Fahren verwenden (von Zugtieren);7403
zum Fahren verwenden (von Fahrzeugen);7820
vom Fahrtweg;7810
wie schd »fahrend;8500
beweglicher Besitz;8330
loslassen, freilassen;9311
/körperlich (Seufzer, Furz u. dgl.);5300
wer (bes. beruflich) ein Fahrzeug lenkt;7820
jähe Bewegung;9800
langes, lästiges Fahren;7800
Mitfahrer;7800
Arbeitspferd;4112
Fuhrmannspeitsche;7403
wie schd »Fahrgeld;7800
wie schd »Fahrgelegenheit;7800
Wagenspur;7810
beim Fahren verwendetes Halfter;7403
Schutzhütte an der Übersetzstelle der Fähre;7800
wie schd »Fahrkarte;7830
wie schd »Fahrkartenschalter;7830
Kiste mit Lehne, Sitzbank auf dem Bauernwagen;7403
als Zugtier verwendete Kuh;7403
Fahrlässigkeit;6550
wie schd »fahrlässig;6550
wie schd »Fahrlehrer;7820
wie schd »Fährmann;7820
Kahn zum Übersetzen;7820
bewegliches Gut;8330
verschnittener Ochse, als Zugtier dienend;7403
Fuhrmannspeitsche;7403
wie schd »Fahrplan;7830
wie schd »Fahrpreis;7830
wie schd »Fahrrad;7820
wie schd »Fahrradklingel;7820
wie schd »Fahrradpumpe;7820
Fahrradklingel;7820
Fahrkarte;7830
Pferdeschlitten;7403
Aufseher im Bergwerk;7525
verschnittener Ochse, als Zugtier dienend;7403
/wie schd/ »Fahrstraße;7810
Aufzug für Personen und Lasten;7820
fahrbarer Krankenstuhl;5700
(sch) Adamsapfel;5210
das Fahren;7820
Reise, Ausflug;7850
Wanderung;5530
Fahrgeschwindigkeit;7820
Erregung;6300
Zufahrt, Feldweg;7810
Wagenladung;7403
hängende Schaukel;7360
Kahn oder Schiff zum Übersetzen über Gewässer;7820
Spur, die beim Gehen und Laufen erscheint, bes. Spur des Wildes;7550
(RA) übergeschnappt, verrückt sein;6270
Furt;7810
das Recht über ein fremdes Grundstück zu fahren;8221
nur beim Fahren verwendeter Pferdezaum;7403
Ochsen und Kühe, mit denen man fährt;7403
Ausfahrwagen (?);7820
Fahrrinne;2600
(RA) gewohnte Weise;6460
wie schd »Fahrweg;7810
wie schd »Fahrzeit;9600
wie schd »Fahrzeug;7820
sehr rasch gehen;5533
frei, nicht besetzt;9300
Schulferien;8400
Lumpen;5932
wer sich zu allen Arbeiten mißbrauchen läßt;6110
mattgelb;9231
Rüsche;7545
Damenrock mit Rüschen;5934
bleich;9231
männl. VN;7110
der Kalenderheilige St. Valentin;8860
Gebildbrot zum Valentinstag...;7350
Tag des hl. Valentin (14. Februar);8860
Brachland;7430
großes, viereckiges Regentuch aus Seide oder Wolle...;5934
der Greifvogel falco;4220
scharfes Auge;5410
Ort in Galizien;8130
Ort im Kr. RO;8130
Ort in Galizien;8130
Hundename;4117
(W) hinfallen;9800
(ü);6420
von schrägen Flächen (Wasser);7900
von der abgeschrägten Wandfläche in einer Fensternische;7710
Umstand, unter dem etwas geschieht;9100
Angelegenheit;9100
wie schd »Fallapfel;3120
Zugbrücke;7810
was wackelig ist, unsicher steht, umzufallen oder zusammenzubrechen droht;9130
Vorrichtung zum Tierfang;7550
Hinterhalt, mit dem man jemand hereinlegt;6540
/die Schleusenfalle, die den Zustrom des Wassers regelt/;7900
(sch) Bett;7730
an alten Türverschlüssen die bewegliche Eisenschiene;7530
von Gegenständen;9800
vom Menschen;5550
vom Wasserspiegel, Barometerstand u. dgl.;2000
von Preisen, Aktien u. dgl.;7600
zurückgehen, geringer werden;9400
/die Ehre verlieren/;6520
tot niederfallen, sterben;5870
verenden;7450
eine fallende Bewegung machen (gegenst);5550
eine fallende Bewegung machen (ü);9800
auf etwas auftreffen;9312
in Ohnmacht fallen;5700
zufallen;8330
vorkommen;9100
hörbar werden;5420
/(RA) wenn jemand die Kleider zu weit sind, er zu dünn ist/;5210
(W) abmagern;5220
/(W) vom nicht mehr Sprechen können/;5360
(Wild) erlegen;7550
(einen Baum) umhauen;7550
/ein Urteil fällen/;8300
Arbeiter, der die Schließvorrichtung an der Schleuse zu bedienen hatte;7900
(W) Epilepsie;5700
/(W) Zeitspanne bei Versteigerungen/;8300
Epilepsie;5700
wie schd (einen Gegenstand) »fallenlassen;5520
/eine Bemerkung fallenlassen/;7200
/(RA) für die andern bezahlen/;7600
Wilderer, der Tierfallen stellt;7550
eine Birnensorte;3120
Dachfenster (?);7720
/überreife, beim Ernten und Einfahren ausfallende Getreidekörner/;3300
abwärts gerichtetes Horn bei Rindern der Simmentaler Rasse;4111
(W) Epilepsie;5700
Bankerott machen;7600
mißglücken;9130
verenden;4110
(W) Epilepsie;5700
wie schd »fällig;8300
Zusammenbruch, Sturz, Ruin, Bankerott;7600
(W) in Schwierigkeiten geraten;9110
Kerbe, die der Holzfäller an einer Seite des Baumes einhaut...;7550
Mistel (Viscum album);3500
wie schd »Fallobst;3120
wie schd »falls;9710
engmaschiges Getreidesieb, durch das nur die Körner durchfallen können;7440
Schlinge zum Fangen von Tieren, hinterlistige Nachstellung;7550
wie schd »Fallsucht;5700
wie schd »fallsüchtig;5700
"/von selbst zufallendes Tor im Dorf- oder Flurzaun; Dorftor mit Zugbrücke/";7810
FlN;8140
/Haus am Falltor zur Beaufsichtigung der Durchfahrt durch den Falltorknecht/;8220
wer die Aufsicht am Falltor führt;8220
waagrecht liegende oder schräg stehende Tür;7720
"/von selbst zufallendes Tor im Dorf- oder Flurzaun; Dorftor mit Zugbrücke/";7810
(sch) hintere Klappe an der Knabenhose;5933
künstlich;7500
gefälscht;6540
vorgetäuscht;6540
die unteren, nicht bis zum Brustbein reichenden Rippen;5300
(W) Neumond;2100
verkehrt;9240
verfehlt;6430
unwahr;6530
unaufrichtig, heuchlerisch;6530
neidisch, mißgünstig;6280
schadenfroh;6333
treulos;6510
bösartig;6510
Falschheit;6530
Betrug;6540
spärlich blühender Traubenstock;7470
wie schd »fälschen;6540
falsch setzen, versetzen (von Grenzsteinen);8221
Maske;7350
wie schd »Falschgeld;7610
Maske;7350
wie schd »Falschheit;6530
Dichtungsring;7500
wie schd »Falschspieler;6540
gewollte...Falte in Kleidungs- und Wäschestücken;5932
unerwünschte Falte in Kleidern;5932
Falte in der Haut;5300
mit der Hand gezogene Erdfurche;7480
zusammenlegen;5520
die Stirn runzeln;5510
Dickdarm;5340
Falzhobel;7520
wie schd »Faltenrock;5934
Wurst im Faltendarm;5911
Schmetterling;4700
wie schd »faltig;5210
/(W) Dickdarm/;5340
Kerbe, Einschnitt im Holz;7520
balzen;4230
wie schd »Falzhobel;7520
Dachziegel, der mit einem Falz in den Nebenziegel greift;7710
Eltern und ihre Kinder;7100
die Sippe;7100
/zu weiter Anzug, den Vater und Sohn abwechselnd tragen können/;5933
breites Bett;7730
Hausarzt;5700
Angehöriger einer Familie;7100
(sch) von einem verlausten Kopf;5940
wie schd »Familienname;7110
Fahrzeug, in dem die ganze Familie Platz findet;7820
Schwangerschaft;5350
wie schd »Familienvater;7100
wie schd »Familienzuwachs;5820
ausgezeichnet, großartig;9240
leicht erregbar;6280
wie schd »Fanfare;8730
Beute;7550
(ü);9900
Maul des Jagdhundes;7550
verächtlich vom Menschenmund;5360
eingezäuntes Hofstück für das Kleinvieh;7450
Schlag, Hieb;5521
/Todesstoß/;7550
Leid, Kränkung;6320
Fangspiel der Kinder;7360
Draht, der die Laubtriebe des Rebstockes vom Boden abhält;7470
eiserne Falle für das Wild;7550
(sch) vom Verlobungsring;7321
ein Tier fangen;4000
gefangennehmen;6420
(ü);6430
jemand (durch List) für sich gewinnen;6540
einen (geworfenen) Gegenstand auffangen;5520
mit einer Einfassung versehen, stauen (Brunnen, Wasser);7900
/etwas Vorgeschwindeltes glauben/;6530
sich in etwas fangen;9312
das Gleichgewicht wieder erlangen;5500
/sich von geschäftlichen Schwierigkeiten bzw. von Schicksalsschlägen erholen/;9110
zu brennen beginnen;9230
sich für etwas begeistern, sich in jemand verlieben;6332
/Schläge, Prügel, Ohrfeigen, Kritik empfangen/;6333
wer beim Nachlauf- oder Ballspiel fängt;7360
beim Fischfang benutzte Fackel;7570
gabelartige Vorrichtung am Flugloch des Taubenschlages...;4240
Prämie für das Fangen von schädlichen Nage- und Raubtieren;7550
Belohnung für das Ergreifen eines Missetäters;8230
Fischfanggerät;7570
Bewässerungsgraben auf Wiesen;7900
Mund mit vorgestülpten Lippen;5210
Schnurrhaare der Katze;4116
Korb zum Einfangen der Bienenschwärme;7460
Kasten zum Einfangen der Bienenschwärme;7460
Graben zum Auffangen des Regenwassers (im Weinberg);7900
Fangspiel der Kinder;7360
lange, harte Zehennägel bei älteren Menschen;5210
große, hervorstehende Zähne beim Menschen;5360
Eckzähne der Raubtiere;4010
wer große, hervorstehende Zähne hat;5360
das Kuchengewürz;3700
Brezel mit Vanille als Zutat;5911
mit Vanille zubereitetes Speiseeis;5911
ein Weihnachtsgebäck mit Vanillegeschmack;5911
ein Weihnachtsgebäck;5911
längliches Weihnachtsgebäck;5911
Vanillegebäck in Ringform;5911
mit Vanille zubereitete Puddingsoße;5911
Vanillegebäck in Sternform;5911
mit Vanille durchsetzter Zucker;7560
Kuhname;4111
Katzenname;4116
wie schd »Fantasie;6240
im wachen Zustand träumen;6240
im Fieber irre reden;5360
dummes Zeug, Possen, Narreteien;7220
Farbempfindung;9231
Farbstoff;7590
Spielkartenfarbe;7380
die Spielkartenfarbe wechseln, um den Mitspielern die Trümpfe zu entlocken...;7380
farbig machen;9231
(von einer Sache) ein falsches Bild geben;6530
eine Farbe annehmen;9231
erröten;5320
wie schd »farbenblind;5410
Malkasten;7590
wie schd »FarbenFärbenstift;7590
wie schd »Färberei;7500
Reseda;3500
/(KR) Färber/;7500
der Zierstrauch Rhus cotinus;3220
m;5930
wie schd »farbig;9231
Fleischfüllsel;5911
Scheinheiliger;6110
jede zur Familie der Palypodiaceae gehörende Pflanze;3500
Rindvieh;4111
Stall für die Färner;7450
jede zur Familie der Palypodiaceae gehörende Pflanze;3500
Zuchtstier;4111
geschlechtlich leicht erregbarer Mensch;5350
Frucht der Herbstzeitlose;3500
FlN;8140
Löwenzahn;3500
Fleisch vom Zuchtstier;7565
Peitsche mit dickem Riemen;7403
Gebühr für das Decken eines Rindes;7450
Haut vom Zuchtstier;7540
männliches Kalb;4111
verächtl. vom Farrenhalter;7450
Zuchtstier;4111
männliches Kalb;4111
Mensch mit dickem rotem Kopf;5120
Löwenzahn;3500
Herbstzeitlose;3500
Hodensack des Zuchtstiers;4111
Herbstzeitlose;3500
Neckn;8150
Geschlechtsteil (Rute) des Stiers;4111
Ochsenziemer, mit Draht versteift oder mit einer Bleikugel versehen;7403
eine Peitschenart;7403
Ochsenziemer, mit Draht versteift oder mit einer Bleikugel versehen;7403
Schimpfw. für einen Starrköpfigen;6127
Geschlechtsteil (Rute) des Stiers;4111
Geschlechtsteil (Rute) des Stiers;4111
Stall für den Zuchtstier;7410
Acker- oder Weidestück, dessen Nutzung dem Zuchtstierhalter zusteht;7420
dem Zuchtstierhalter zur Nutzung zustehende Wiese;7450
wer den Zuchtstier führt;7450
Züchtigungsmittel aus dem enthäuteten Rinderschweif;5521
Geschlechtsteil (Rute) des Stiers;4111
Ochsenziemer;7403
Peitsche aus einem Ochsenschwanz;7403
brünstig nach dem Zuchtstier verlangend;4111
Löwenzahn;3500
Zuchtstier;4111
Schimpfw. für einen dicken, groben Mann;5143
junger Zuchtstier;4111
in der Birnenartbezeichnung Madam Vartee;3120
tiefklingende Weidenpfeife (ohne Mundstück), Hupe aus...Weidenrinde;7360
kleines Blasinstrument aus einem Roggenhalm;7360
Blasinstrument aus dem Stengel des Löwenzahns;7360
der Vogel Fasan;4230
wie schd »Fasanenei;4230
wie schd »Fasanenfeder;4230
männlicher Fasan;4230
Fasanenhuhn;4230
wie schd »Fasanenjagd;7550
wie schd »Fasanennest;4230
FlN;8140
FlN;8140
beliebte Einkehrgaststätte bei Zweibr, früher Tiergarten der Herzöge...;5920
langer, harter Halm im Heu;7450
Riedgras auch breite, lange Blätter der Schwertlilie, der Herbstzeitlose;3600
Bürde Holz;7550
Strohwisch;7780
böse, beleidigt;6320
lange, harte Halme im Gras;3500
Reisigbündel für die Befestigung von Flußufern u. dgl.;2600
Bürde Holz;7550
Fastnachtsdienstag im weitesten Sinne;7330
langweiliger, rückständiger Mensch;6110
veraltete Tracht;5932
wer sich an Fastnacht verkleidet;7350
Fastnachtsmaske;7350
maskiertes Kind, das an Fastnacht Gaben heischt;7350
Fastnachtsmaske;7350
an Fastnacht gebackener Krapfen;5911
Zuchtstier;4111
männliches Zuchttier überhaupt;7450
Rindvieh;4111
Schimpfw. auf einen Mann;6111
feine Fäden;5930
auf trockenem Boden wachsende, einzelne Grasbüschel;3500
Haferrispen;3330
vom Faselhalter genutzter Acker;7420
zum Decken reifes Rind;4111
Zuchteber;4113
wer dummes Zeug redet, Schwätzer;6127
wer dummes Zeug redet, Schwätzer;6127
Gebühr für das Decken eines Rindes;7450
wer den Gemeindefasel hält;7450
wer dummes Zeug redet, Schwätzer;6127
Einschmiermittel für rissige und trockene Haut;5940
schwerer, dicker Kopf beim Rindvieh;4111
wer dummes Zeug redet, Schwätzer;6127
fruchtbar sein, sich vermehren (von Tieren und Pflanzen);9120
begatten (vom Rindvieh);4111
dummes Zeug schwätzen;7210
im Fieber phantasieren;5700
nicht sauber mähen, Grasbüschel stehen lassen;7430
splitternackt;5932
Zuchtstier;4111
Zuchtstier;4111
Geschlechtsglied beim Zuchtstier;4111
Geschlechtsglied beim Zuchtstier;4111
Stall für den Zuchtstier;7410
FlN;8140
männliches Zuchttier;7450
dem Zuchtstierhalter zur Nutzung zustehende Wiese;7450
nach dem Zuchtstier verlangend;4111
eine Art Fleisch beim Schlachten;7565
die Kanten an einem Balken (mit Bundaxt, Stemmeisen oder Hobel) wegnehmen;7520
splitternackt;5932
wie schd »Faser;9220
wie schd »faserig;9220
Fasern verlieren (von Geweben);5930
Wurzeln bilden;3020
in Fasern auslaufende Wurzel;3010
wie schd »Faß;7470
altes Getreidemaß, unterschiedliche Gewichtsmengen fassend (20-50 Pfund);9350
(sch) für einen dicken Bauch, einen dicken Menschen;5123
Kuheuter;4111
Vorderseite des Hauses;7720
(sch) Gesicht;5200
(sch) O-Beine;5210
Honigbiene, die im Bienenfaß gehalten wird;7460
Bier aus dem Faß;5920
Böttcher;7520
Wein mit unangenehmem Faßgeschmack;7470
der Boden eines Fasses;7520
Kirbebube;7311
Bürste zum Reinigen der Fässer;7470
längliche Apfelsorte;3120
Birnensorte;3120
ein Pfingstbrauch;7350
wie schd »Faßdaube;7520
beim stehenden Faß der obere, beim liegenden der vordere Boden des Fasses;7520
Ort, wo Fässer geeicht werden;8220
amtliche Feststellung eines Faßinhalts;9350
greifen, festhalten;5520
festnehmen;8230
einfangen;5520
erhalten, entgegennehmen (Essen);8500
erhalten, entgegennehmen (Schläge);5521
/von Gefängnisstrafen/;8300
vom Fassungsvermögen der Gefäße;9350
in Säcke oder Körbe einfüllen;9315
mit einem Saum, einer Einfassung versehen;9315
/auf die Sprache bezogen/;7200
verstehen, begreifen;6250
wieder das seelische Gleichgewicht gewinnen;6310
Mut gewinnen;6400
sich innerlich auf etwas vorbereiten;6450
einen Vorsatz fassen;6450
Nute an den Enden der Faßdauben;7520
Geschirr, das zum Faß gehört (?);7470
unangenehmer Holzgeschmack des Weines;7470
Zapfhahn am Faß;7470
Hobel des Böttchers;7520
großer Korb für Häcksel und dgl.;7800
Zapfhahn am Faß;7470
Kratzgerät zum Säubern der Fässer (?);7470
trichterartiges, viereckiges Gerät...beim Eingießen auf das Faß aufgesetzt...;7470
Balkenunterlage für die Fässer im Keller;7520
/beim Verladen und Abladen von Fässern an den Wagen angestellte Leiter/;7800
Kerze zum Ableuchten des Faßinnern;7760
Schilfrohr zum Abdichten der Fässer;7470
Kirbemädchen;7350
volksetym. Umdeutung von Fassong;1220
