lemma,bedeutung,sachgruppe
weilends,"bald, innerhalb einer kurzen Frist",9600
anspreißen,"abstützen, mit einer Stütze/mit Stützen versehen",9315
Kleiderruhen,Vorrichtung zum Aufhängen von Kleidern,7730
Qual,"Beschwerlichkeit, Umstände, Verdruss",6430
ausgezeichnet,hervorragend,9240
Öha,Ehemann (verächtlich),0
Sieh-dich-vor,großes Durcheinander in der Küche nach dem Kochen,7740
Sträubeleinkuchen,flacher Streuselkuchen,5911
stammig,kräftig,5210
Schlappel,vor Gram schief hängender Mund,5510
Arbeitsteufel,"fleißige, viel arbeitende Frau",6134
heimern,Heimweh,6320
hineinsetzen,"jammern, klagen",6320
Singvögelein,Singvogel (in Redensart),4210
Depp,Ehemann (verächtlich),0
sitzenbleiben,beim Pflügen in der Spur bleiben des Ackergeräts,7430
Anhaltkelle,"Signalstab, mit dem die Zugaufsicht die Abfahrt eines Zuges anzeigt",7830
Ackerrain,unbebauter schmaler Streifen Land als Grenze zwischen zwei Äckern,7420
doleren,"(den Boden) entwässern, drainieren",7900
Zottel,verwirrter Wollknäuel,5930
Waschgeschirr,"Schüssel, in der sich Wasser zum Waschen befindet",5940
nochmal,wiederum,9400
schlappern,streiten,6333
hopplen,"erschüttern, zum Rumpeln, Wackeln bringen",9800
Rotsperk,Rotsperk (in Redensart),4210
Aufhänge,"Konstruktion, mit der man die Sense befestigte, wenn man sie dengelte ohne das Sensenblatt vom Sensenstiel zu trennen",7402
Müller,Müller (in Redensart),7580
Pfrotsche,Mund,5360
voriger Tag,vorgestriger Tag,9600
Macker,Zuhälter,5350
Schneekugel,Schneerolle für einen Schneemann,7360
Pfurzerin,hochmütiger Mensch,6119
hinfallet,"gebrechlich, altersschwach, schwächlich",5700
Nummer sicher,Gefängnis,8300
Firmenschilder,Etikett auf der Bierflasche,5920
Goldstücklein,Anrede unter Verliebten,6332
Pfenniggosche,kleiner Mund bei einem Kind oder Mädchen,5200
Doppelfalzziegel,Ziegel auf dem Dach,7710
Eisbrocken,wässriger Schneeklumpen,2200
Schneemannlein,"Form, die entsteht, wenn man sich mit ausgebreiteten Armen in den Schnee legt",7360
Donner,lautes Geräusch,5420
Teigbirnendoldi,"Mann, auch Mensch, der auffallend wenig Energie zeigt",6114
ankahmen,anlügen,6530
hinterwäldisch,einzelgängerisch,6280
übersich,nach oben hin,9500
Blatt,Klosettpapier,5940
Kämme,kammförmiges Blätterteighörnchen,5911
bägen,schreien von Kindern,5560
ankehren,den Pflug wenden,7440
ausdichten,aushecken,7220
Hasenbrot,trockenes Brot,7560
Sülze,sumpfiger Boden,2700
Umschau,Besichtigung eines Warenangebots,9240
Stelle,"Ort, Abschnitt eines Gewässerlaufs",9500
Reitelschnur,"Schnur, mit der man den Schafen bei der Schur die Füße zusammenbindet",4114
Brentlein,kleine Schüssel zum Hände- und Gesichtwaschen,5940
ablecken,ablecken (in Redensart),5360
Päckelein,Blütenstände der Haselnuss,3010
vorgeben,abendliche Versorgung des Stallviehs,7450
Röhrenkloß,gebackener Kloß,5911
Wasserschiffel,Warmwasserbehälter im Herd,7750
hinaufschreiben,"etwas, z. B. beim Schreiben, eng ansetzen",8400
Rauschebausch,Hitzkopf,6117
Kuhschwanz,Kuhschwanz (in Fügung),4111
Palmtag,Palmsonntag,7330
Krakeeler,"Mensch, der notorisch laut schreit",6111
hinanfahren,"hinfahren, sich begeben",9800
einschnappen,"sich mürrisch, beleidigt verhalten",6333
Bruckenwagen,Wagen mit einer ebenen Ladefläche,7403
herabprasseln,Prasseln des Regens an die Scheibe,2200
Schneekrücke,"Gerät mit langem Stiel und geradem an der unteren Kante geschärftem Metallblatt, das auch zum Schneelockern und Beseitigen verwendet wird; wird im Handel als Stoßscharre oder Rindenschäler vertrieben",7530
Pappellieschen,"Kosename für Kleinkind, das zu sprechen anfängt",5830
Neunebrotzeit,Zwischenmahlzeit am Vormittag,5910
Kerl,"Knabe, Junge",5146
Städelein,seitlich angebauter kleinerer Schuppen,7410
mögen,gernhaben,6330
den Rüssel schieben,ein beleidigtes Gesicht machen,6320
Schopplein,viertel Liter,9350
Kränzchen,kleiner Kranz aus Blumen,7350
Pfuderer,ständig sich beklagende männliche Person,6120
Baumkratze,"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
gefüllt,mit Füllung versehen (Gebäck),9200
Erdenschieber,Speisetäubling (Pilzart),3510
verribbeln,durch Reiben zerkleinern,9130
Barrashengst,Mann mit militärischen Umgangsformen,6120
hören,aufhören,9314
setzet,hinsetzend (in Redensart),5550
Hafenlumpen,Topflappen,7740
Mucker,"jemand, der nicht gerne spricht",7200
herausbringen,aussprechen,5360
heraus,nach außen,9500
Schlafsack,"schlafmütziger, verschlafener Mensch",6114
nachschlorpen,beim Gehen (das lahme Bein) nachziehen,5530
gut,"gut, kräftig",9240
Anklopfesnacht,"Winterabend, an dem Kinder betteln",7330
Rindvieh,Mann (pejor),5130
Lara,weiblicher Vorname,7120
zusammenlesen,ernten von Kartoffeln,7430
breitmaulet,besonders breit grinsen,5510
Eimerlein,Eimer,7735
picken,begatten der Henne durch den Hahn,4240
Rohrsperk,Rohrspatz (in Redensart),4210
masseln,Kinder schimpfen und tadeln,6333
unverschämt,"ungehobelt, ungezogen",7020
Kalesche,offene Kutsche für Festlichkeiten,7820
Trumm,kräftige Frau,5160
Stirnbrett,Trapezförmige Rück- und Vorderwand des Truhwagens,7403
Schafsbock,Schafbock,4114
halb,"halb, zur Hälfte (einer Fläche)",9330
Geschluder2,Kleidung,5932
Striegel,Kamm für das Haar,5940
hinuntergehen,nach unten,9510
sausenlassen,"Eheversprechen zurückziehen, Verlobung lösen, Liebesbeziehung beenden",6440
unfrieden,zerstritten,6333
Aufwaschwasser,"Wasser, in dem man Geschirr spült (in Redensart)",7740
Sense,Sense,7402
fein,"vornehm, reich (in Redensart)",7010
Zamperl,körperlich schwächstes Kind in der Klasse,5172
Schmollgöschlein,kleiner Mund bei einem Kind oder Mädchen,5200
Apfelsbützlein,vorspringender Kehlkopf,5210
Schnakengiekser,stumpfes Messer (pejor),7736
Zirkus,Zirkus (in Redensart),7300
Südträger,"Erntehelfer, der beim Dreschmaschinendreschen das gebundene Stroh wegschafft",7440
ab,temporal,9313
Stecken,"Stange mit Dorn an einem Ende, mit der sich Kinder durch Abstoßen mit dem Schlitten auf dem Eis vorwärts bewegen",7360
aufreiben,"sich beim Reiben an der Reibe den Finger, die Hand verletzen",5700
Tape,Bärenschote Astragalus glycyphyllus,3500
putzen,Krallenwetzen der Katze an Holz,4116
Stämpfel,ein dicker und dabei sehr kleiner Bub,5171
zerhunzen,"zu schnell arbeiten, dass nichts gelingt",5570
anmachen,"foppen, necken",7220
plärren,weinen aus körperlichem Schmerz,6320
koppen,aufbegehren gegen jemand,6440
Lausmädel,"freches Mädchen, das den Unterricht stört",6136
wachsen,größer werden,9400
"hinausbaumen, sich",sich hinausbeugen,5550
Ähne1,sehr alter Mann,5145
Weckel,"Brötchensorte, mit Schnitt",5911
Blaslein,Hautblase,5700
umhauen,fällen,7550
Platzschramme,Platzwunde,5700
krumm-und-lahm,"ermüdet, erschöpft von Arbeit",5600
Flöhlein,Anrede unter Verliebten,6332
Riegelorne,Ahorn mit Quermaserung bei längsgeschnittenem Holz,3100
abzopfen,(das Euter) vor dem Melken durch Massieren zur Milchabgabe anregen,4111
Theresia,Theresia weiblicher Vorname,7120
Traumsuse,"lahmer, immer wie gelähmt wirkender Mensch",5230
herumtschamperen,sich herumtreiben,5530
Bogen,Umweg,9500
Hereingeschwommene,"Frau, die aus einem anderen Ort einheiratet",7010
Viecherei,schlechter Scherz,7300
Gipsdecke,verputzte Zimmerdecke,7720
hinabrutschen,nach unten rutschen,9800
Vogelgeier,gilt im Belegort als Totenvogel,4220
Mahde,"Getreidemenge, die mit einer Sensenbewegung umgemäht wird",7440
Parasolpilz,Schirmpilz,3510
drinnen,"innen, innerhalb",9520
anbandeln,eine Liebschaft mit jemandem beginnen,7010
Model,kleine Form zum Formen von Plätzchen,7740
zwiezäh,welk vom Gras,7450
herumgärteln,aus Zeitvertreib im Garten arbeiten,7480
leer,leer (in Redensart),9130
Hineinputzzeug,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Tollpatsch,ständig vom Unglück (Pech) verfolgter Mensch,6000
Stehseicher,Mensch (pejor),6111
Glühstummel,Zigarette,5921
dahie,"hier, in dieser Ortschaft",1140
Guckähne,Urgroßvater,5860
Tölpel,ungeschickter Mensch,5120
Brecheis,"leichte, ganz dünne Eisschicht",2400
Mordhaufen,große Menge einer Speise,5910
Garbspieß,Getreidegabel,7402
Esche,Esche,3110
Schwälbel,"Rauchschwalbe (Hirundo rustica), Schwalbenvogel (allgemein)",4210
lostoben,plötzlich laut und wütend losschimpfen,5360
Schemelstock,"Teil des Schlittens, Querstrebe zwischen den Kufen",7405
Wurstgehack,"Wurstteig, Wurstfüllung",7565
herabreißen,"pflücken, ernten",7470
Bollen,unwahre Geschichte,6530
Ziegel,Ziegel auf dem Dach,7710
Sämaschinenstreif,"Streifen, den die Sämaschine in einem Gang besät",7440
angewachsen,an Erkältung leidend,5700
innerwendig,innen gelegen,9520
hinausgackern,ausplaudern,7210
Bollentuch,Leinentuch zum Transport von Klee- und Flachssamen,7440
Hexe,"Frau, die immer viel Lärm verursacht",6135
herabhaken,(Baumstämme) von einem oben in einen unten gelegenen Ort mittels Haken ziehen,7550
Mensch,liederliches Mädchen,0
Strohwischmännlein,Verbotszeichen für den Schäfer,7450
Gebrücksholz,einzelnes Holzstück eines Holzbodens,7720
schnorren,"sich bettelnd an jemanden wenden; jemanden nachdrücklich um etwas, besonders eine Gabe bitten",6415
Scherenschleifer,Scherenschleifer,7530
traget,ein Junges tragend,4100
leer,inhaltslos (in Redensart),9315
Barrasbrüder,Berufssoldat ?,8500
Zündhärlein,"Haare an der Stirn, an den Schläfen, an denen bestrafend gezogen wird",5200
Biss2,Mundstück der Tabakspfeife,5921
Schrammelkasten,Schimpfwort für die Musikbox,8700
Getue,Verhalten,7020
Erdbirnengeschmalz,"in Scheiben geschnittene und in Fett angebratene gekochte Kartoffeln, Bratkartoffeln",5911
Scheißerei,Durchfall,5340
Kartoffelloch,Aufbewahrungsort für Kartoffeln und Rüben,7720
Allertagskluft,Werktagskleidung,5932
Schale,"Schale um Getreidekorn, Spelze",3300
her,kommend von,9500
Blahe,Leinentuch,7770
Druckstelle,Druckstelle im Obst,3120
Fuhrende,Nahtstelle zwischen den beiden Betten des Ehebettes,7730
Genotter,schimpfen,6333
anlaufen,"in Gang kommen, zu Laufen beginnen",7820
dann,"dann, in diesem Fall",9700
Krebsel,Krebs (in Redensart),4600
Schnäckel,Ausfluss aus den Geschlechtsorganen der Kuh während der Trächtigkeit,4111
Wildsaulos,weibliches Wildschwein,4130
herablaufen,hinunterlaufen,9800
Unterwind,kalter Nordwind,2300
Erdäpfelstampfer,Kartoffelbrei,5911
Blenk,"launische, unzufriedene weibliche Person",6130
hinterbringen,ausplaudern,7210
nöten,"jemandem etwas aufdrängen, z.B. Speise",6460
Bayreuth-Stecken,Spazierstock mit gebogenem Griff und Stachel am unteren Ende,5932
schelten,ausschimpfen,6333
alsfort,"unaufhörlich, immerfort",1140
Haut,Schimmel auf Flüssigkeiten,5910
Hohlbeerjahr,"Jahr, in dem es reichlich Himbeeren guibt",3210
teiget,welk,3020
sicher,"sicher, gewiss",6440
Buhu,Uhu Bubo bubo,4210
derzwerch,"durcheinander, sich überkreuzend (Haare)",5940
herumwuseln,aus Zeitvertreib im Garten arbeiten,7480
geölt,reibungslos (in Redensart),9200
bezahlen,eine (Geld)Schuld begleichen,7600
Gewaffel,laute Unterhaltung mehrerer Personen,7210
Schlafmütze,"schlafmütziger, verschlafener Mensch",6114
kumpfnaset,Mensch mit einer rundlichen Nase,5120
dreckig,unsympathisch,6333
Kunder,Familienname,7110
Matz,"Frau (pejor): Mädchen, das mit einem Amerikaner befreundet ist",6136
Hals,Dorn am Blattfortsatz der Sense,7402
lehnen,hinausbeugen,5550
Erdäpfelzemmete,Kartoffelpuffer-Sorte,5911
weiterkönnen,beim Aufsagen eines Textes nicht mehr weiterwissen,6230
Haarmachen,frisieren,5940
Schnorchel,kleiner Mund bei einem Kind oder Mädchen,5200
umzwirbeln,durch Wirbelwind niederbrechen von Getreide,7440
hühott,"Tierzuruf ""nach rechts""",1230
absetzen,eine Handlung kurz unterbrechen,9600
Dude,Schnabel an einem Gefäß Topf oder Kanne,7735
Hundsfotze,"wohl Geschlechtsteil der Hündin, nur in RA",4117
nachher,nachher,9600
Lümmel,unartiges Kind,6116
Köhler,Familienname,7110
wedeln,den Schwanz bewegen von Tieren,4010
zusammendrehen,Herstellen einer Schneerolle zum Bau eines Schneemanns,7360
einfetten,"mit Salbe, Creme einreiben",5940
Röstspatzen,"in Wasser gekochte kleine Teigstückchen aus Mehl, Eiern und Milch",5911
kübeln,gierig trinken,5920
Schorer,Bezeichnung für den unteren Teil des Spatens,7505
Grawitschko,"Diebstahl, unbefugte Aneignung",8320
Hundsbrunzer,"Stelle, an die ein Hund uriniert hat",4117
böhmisch,Böhmen zugehörig,8160
geruinierter Magen,verdorbener Magen,5340
Gepfratsch,nasse Stelle auf dem Feld,2700
"prahlen, sich","angeben, sich rühmen",6280
nachfläuen,die in heißem Wasser gewaschene Wäsche nochmals durch kaltes Wasser ziehen,7770
pfeifen,wehen,2300
Kehlbalken,mittlere Querbalken des Dachstuhls,7710
Feldhaue,"Gerät, mit dem man die Ackererde dort wendet, wo man mit dem Pflug nicht hinkommt",7402
Stauber,schwärzlicher Bovist im Alterszustand,3510
Karre(n),"Wagen, der in schlechter Verfassung, kaum noch zu gebrauchen ist",7403
Anrichter,"jemand, der anderen ihre Arbeit zuweist, Vorarbeiter",6420
abfotografieren,"durch Fotografieren abbilden, eine Fotografie von jemandem, etwas machen",7595
Sturmlaternlein,kleine Handlaterne,7760
Leimberg,wohl aus Lehm bestehender Berg,2700
flecken,"vorankommen und gelingen, von der Stelle gehen",6430
büschelig,"ungekämmt, wirr",5940
abhinlassen,jemanden heftig schimpfen,6333
Pflugschar,langer Fingernagel,5210
Zöttelhaar,"wirres, ungekämmtes Haar",5940
oh-verreck,"Ausruf des Schmerzes, wenn man etwas Heißes angefasst hat",1230
Musterschüler,"Liebling, bevorzugter Schüler des Lehrers",7010
Brechage,kleine Abfallstücke des verholzten Pflanzenstengels beim Brechen von Flachs oder Hanf,7490
Möhrlein,Familienname,7110
Federlein,Familienname,7110
Eck,sehr kleiner Acker,7440
aufhinwünschen,jemand anderem etwas anwünschen,6333
Erdäpfelschnippelein,"in Scheiben geschnittene und in Fett angebratene gekochte Kartoffeln, Bratkartoffeln",5911
Salztopf,Gefäß für Futtersalz,7450
Fasnacht,Fastnacht,7310
Anfänger,"Mensch, der bei der Arbeit nichts zustande bringt",5230
Unkrauten,das Unkrautentfernen,7430
Mahlgut,"Anteil an Getreide, das der Müller als Bezahlung für das Mahlen einbehält",7580
nur so,"erheblich, viel",9400
Anneliese,"Anneliese, Kurzform zu Anna Elisabeth",7120
Ochsenrolle,"durch das Symbol eines runden Glöckchens gekennzeichnete Farbe im deutsche Kartenspiel, die dem Karo entspricht",7380
Sucksäulein,Altersstufe des Ferkels,4113
Frankenalb,"Flur, Landschaft",8140
scheußlich,"unschön, unvorteilhaft",9240
Salzlaugenfass,"Gefäß, in dem das Fleisch in Salzlake gelegt und aufbewahrt wird",7565
Kritisierer,"jemand, der immer kleinlich nörgelt und pedantisch urteilt",6117
Schwalbenpaar,Liebespaar,7321
stampfeln,gekochte Äpfel oder Kartoffeln durch Sieb drücken,7740
Großmacher,"jemand, der sich sehr wichtig nimmt",6119
Stämpfel,Flaschenkork,7735
Taubengogel,Taubenhändler,4240
vermerken,vergessen,6230
Moppelmann,"Mann, dessen Frau untreu ist",6120
abraumen,bα durch Feuchtigkeit grau gewordenes Heu vom Heustock entfernen,7400
abgestochen,geschlachtet (in Redensart),7565
Mühsamer,älterer Mann mit schlechter Gangart,5145
Weisheitspinsel,"Mann, der sich für gescheit hält",6128
Bescherung,unangenehme Überraschung (in Redensart),6330
Bärtlein,Bart der Ziege,4115
Erdbirnbaunze,Kartoffelpuffer aus gekochten Kartoffeln,5911
akkurat,"sorgfältig, gewissenhaft, penibel",6405
Pfännkelein,"Apfelscheiben, in Teig gewendet und gebacken",5911
Ringraucher,"Person, die den Tabakrauch so ausatmen kann, dass sich Ringe formen",5921
Zeltlein,"Gebäcksorte, rund und ausgezogen, mit Rahm",5911
weilig,schnell,9240
verunpassen,vergessen,6230
herausmeiern,etwas auf das Verlangen eines Zweiten aushändigen,9311
Wassererle,Erle,3110
wachsen,Zunehmen des Monds,2100
heimleuchten,"vertreiben, verjagen",9311
angestochen,leicht berauscht,5925
Gelbe Blume,Löwenzahn,3500
Dorfwasche,Klatschbase,6135
nett,freundlich,6310
Fratz,Kosename für (ungezogenes) Kleinkind,5830
Schlafstube,"abgeteilter Raum innerhalb der Wohnstube, in dem ein Bett stand",7720
Fron,Mann,5130
hinauftun,Hosenbeine hochkrempeln,5933
Gesteck,die ganze äußerliche Erscheinung des menschlichen Körpers,5200
Hasenaugen,Augen von verschiedener Farbe,5220
Haber stechen,übermütig sein,5173
aufschlagen,herabgerutschte Erde vom unteren Rand eines steilen Ackers nach oben schaffen,7430
Zornbitzel,Hitzkopf,6117
stichseln,in etwas kramend suchen,5520
spekulieren,auf einen später eintretenden Vorteil rechnen,6450
ausnudeln,den Teig mit dem Teigroller ausrollen,7560
Anwende,Pflugwende,7420
Schmarren,"Geringfügigkeit, Nichtigkeit",9330
Füßel,"Fuß, Fuß des Schweins",4113
Beerweiber,"Frau, die Beeren sammelt",7550
Haubenmeischen,Haubenmeise (Parus cristatus),4210
Schabe,Schabe (in Redensart),4700
Diskursführer,"Person, die eine Unterhaltung geschickt führt",6118
phlegmatisch,dickfellig,6300
Bauernrammel,Einwohner von Kolmsdorf (Spottname),8150
Hänghafen,Gefäß für Essen auf dem Feld,7735
Holzfäller,Waldarbeiter (in Redensart),7550
Salzfass,"Gefäß an der Wand, in dem man das Salz aufbewahrte",7735
Läusknicker,Geizhals,6112
Gänslein,"Mädchen, Frau (pejor)",6131
vermert,"ermüdet, erschöpft von Arbeit",5600
Anzünder,Reisig,7550
Hochmutspinsel,hochmütiger Mensch,6119
köpfen,Baum beschneiden,7480
abgeschält,von der Schale befreit,9311
Lahmarsch,Mann (pejor): dessen Frau untreu ist,6121
Knall,Knall (in Redensart),5420
Prapps,Schlamm auf der Straße,7810
Urvieh,"lustiger, fröhlicher Mensch; alter Sonderling",6113
reizen,"jemanden plagen, quälen",6333
verulmt,"kernfaul, von Holz",7550
Taubengruckser,"Taubenhalter, Taubenzüchter",4240
Leerweiferei,dummes Gerede,7210
alle Fürze,"in kurzen Abständen, häufig",9600
herumdockelen,"wohl seine Zeit mit Spielen, Herumspielen vertun, tändeln",7360
Quadratratsche,Wortführerin in einer Gruppe von Frauen,6135
Raffzahn,raffgieriger Mensch,6116
einmalig,"besonders, herausragend",9240
Hollerriegel,"Blasrohr, mit dem Kinder Erbsen und dergleichen in die Luft schießen",7360
zägeln,Gestikulieren eines Kleinkinds beim Sprechen,7210
Teigbirnendoldi,"ein langsamer, unbeholfener, ewig unentschlossener Mensch",5120
derböllern,furzen,5340
guter Bock,sexuell aktiver Mann,5350
ansacken,"dicker und dicker werden, an Ausdehnung zunehmen",9210
Hakennäse,Mensch mit einer Hakennase,5120
schwarz,schwarzgeräuchert,5910
heruntertun,Kinder schimpfen und tadeln,6333
Frankenkorb,"Korb, der auch bei der Apfelernte Verwendung findet",7480
wahr,der Wahrheit entsprechen,6530
tippeln,mit ganz kleinen Schritten gehen,5530
Bläkgöcker,"Person, die dauernd schimpft",6110
Brachland,brachliegendes Feld,7420
Kreislein,ringförmig ausgeatmeter Tabakrauch,5921
Römersandale,Riemensandale,5937
Ortsburschen,"Gruppe der militärfreien jungen Männer, die dafür sorgten, dass sich junge Leute nachts nicht auf der Straße herumtrieben",7010
Zeug,"Aufregung, Ereignis, Aufheben",6320
Hennennest,Gelege,4240
Radkarre(n),"einrädrige Karre mit Leiter, Schubkarre",7403
Holzschlappe,Riemensandale,5937
heraustun,Kartoffelernte,7430
Geschände,Streit,6333
ausleeren,schimpfen (allgemeinstes und häufigstes Wort),6333
Rührstock,"vorderer Rungenschemel, Balken oberhalb der Achse des Leiterwagens, Auflage für die Leitern",7403
Saugeweife,"Aussage, Rede (pejor)",6127
Dieb,Dieb,8320
Arbeitslosengeld,in der ersten Zeit der Erwerbslosigkeit aus der staatlichen Arbeitslosenversicherung an Arbeitslose zeitlich befristet gezahltes Geld,7620
